Artist,Album,Track Name,Track URI
Cigarettes After Sex,Cigarettes After Sex,K.,spotify:track:1FWsomP9StpCcXNWmJk8Cl
RKCB,Naive,Naive,spotify:track:2jPQpbzZd90opXN0cBOspe
Spin Doctors,Pocket Full Of Kryptonite,Two Princes,spotify:track:4ePP9So5xRzspjLFVVbj90
NLE Choppa,Shotta Flow,Shotta Flow,spotify:track:4dAMdQ6g4kGmnc1MDHsg77
Bulut Tar,Age of Bums,Age of Bums,spotify:track:35OyHscYozF1nUojVf2GXK
Hiatus Kaiyote,Mood Valiant,Get Sun (feat. Arthur Verocai),spotify:track:5CBEzaNEuv3OO32kZoXgOX
Nina Simone,Let It All Out,"Little Girl Blue - Live In New York, 1964",spotify:track:0Z6J3eMqewSwFvVuclFxwD
Ms. Lauryn Hill,The Miseducation of Lauryn Hill,Can't Take My Eyes Off of You - (I Love You Baby),spotify:track:2GFExyKXf9383tSRSrEHEt
Danny Brown,XXX,I Will,spotify:track:1iVHnOntYYBQt6SJ5OhLWQ
Metro Boomin,NOT ALL HEROES WEAR CAPES,Space Cadet (feat. Gunna),spotify:track:5gub2bpJRgJP4m4MliqtdV
Pierce The Veil,Collide With The Sky,King For A Day,spotify:track:1IT0WQk5J8NsaeII8ktdlZ
Mustard,Dangerous World (feat. Travis Scott & YG),Dangerous World (feat. Travis Scott & YG),spotify:track:4pM4yFNLj3pTiNXOZsWYxf
ABBA,ABBA Gold,Lay All Your Love On Me,spotify:track:2245x0g1ft0HC7sf79zbYN
Mason,Perfect (Exceeder),Perfect (Exceeder) - Extended Dub Mix,spotify:track:6lScCRZU54Y1eObmSOwj4z
Jack Harlow,Loose,PICKYOURPHONEUP (feat. K CAMP),spotify:track:4BZEJCAEAso8QHGYbeviY8
Rampa,You Are Safe,Muyè,spotify:track:5WgW9bG91h4zRUnBr97d6c
Jay Rock,Redemption,Wow Freestyle (feat. Kendrick Lamar),spotify:track:4lboLlUWSw20PU2qcYgUny
Wings,Back To The Egg,Arrow Through Me - Remastered 1993,spotify:track:3NiYvMjp5A3FZmP3dojS8k
The Chemical Brothers,No Geography,No Geography,spotify:track:59Pm53KuA0xaLHcSAX94wk
Chris Norman,Stumblin' In,Stumblin' In - 2017 Remaster,spotify:track:2Pzhx26KqgTTKnko0uC7F7
Cleo Sol,Rose in the Dark,When I'm in Your Arms,spotify:track:47s5hKfwGXliAAB8wKMiNo
13th Floor Elevators,The Psychedelic Sounds of the 13th Floor Elevators - 2008 Remaster,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),spotify:track:34miSNKQ0xN7EG8zzzaFzI
6LACK,East Atlanta Love Letter,Switch,spotify:track:29ZZAShKhwRUuKULSNtxX6
Blunt & Real,Egjeli,Romeo E Xhulieta,spotify:track:1UBy8rtsbYojPQykUTHlrh
New Constellations,Hot Blooded,Hot Blooded,spotify:track:6BI2GDwlQV32JZLgYPMlFM
Don Blackman,Don Blackman,"Holding You, Loving You",spotify:track:5Jgj5Yo5deJ2RPlixBm88u
The Game,The Documentary,Higher,spotify:track:1y1tR1JotMVR4HQk4X1BL5
Anastacia,Pieces of A Dream,Sick and Tired,spotify:track:54s027DgaSJlvp1q2sdzTa
Cigarettes After Sex,I.,I'm A Firefighter,spotify:track:07i6kH81u4G4e7sczhvXtn
Erykah Badu,Baduizm,Next Lifetime,spotify:track:6sIMSl1n3KDPr03Fw8mujd
Cal Tjader,Agua Dulce,Somewhere In The Night,spotify:track:7c8OGRDJij1jTgqlWF57ZU
Brigitte Bardot,Chansons d'été,La madrague,spotify:track:1RvdndPNTLLJI57Gh1q8iS
Bobby Hebb,True Soul 3 CD Set,Sunny,spotify:track:6UbkAYTJev4vsZzJzXHgKU
Soul II Soul,Keep On Movin',Back To Life,spotify:track:7vvRkLPIvfjjmCIqNxBuEZ
Miley Cyrus,Plastic Hearts,Zombie (Live from the NIVA Save Our Stages Festival),spotify:track:0olaaJrCBTMJJvqPdvNpsx
Iggy Azalea,Survive The Summer,Kream (feat. Tyga),spotify:track:5mu1uv8RmzDkF8foePK5qa
Troy Ave,Album of the Summer,She Belongs to the Game,spotify:track:5NbhW7iEnILKifSchOu8hl
The Weeknd,Trilogy,House Of Balloons / Glass Table Girls,spotify:track:50iiDJGpAPdr2VTrz999XA
Neroche,"Another Point of Mix, Vol. II",Moontide Theory - Hugo Kant Remix,spotify:track:3h3QUj6dh1QstlsAIaJoDP
Anderson East,Encore,King for a Day,spotify:track:6QYYVuvynDJctOwwUTLfhX
Death Grips,The Money Store,Get Got,spotify:track:781V2Y5LPtcpgONEOadadE
Kanye West,ye,Ghost Town,spotify:track:7vgTNTaEz3CsBZ1N4YQalM
NAV,Turks,Turks (feat. Travis Scott),spotify:track:0lSZh5W0wDeurkGzLYY6hf
Tierra Whack,Whack World,Pretty Ugly,spotify:track:2PsjiKghYKF3k13NOIiFFW
Yellow Days,Is Everything Okay In Your World?,Nothing's Going to Keep Me Down,spotify:track:5NH503xs3Yk6vjOR2SqUSA
Lana Del Rey,Norman Fucking Rockwell!,California,spotify:track:7oTE1KmtU2ml9zBhv9Reao
Lana Del Rey,Chemtrails Over The Country Club,Let Me Love You Like A Woman,spotify:track:1gxdWpeOUBpvB908fiZs4D
Frank Ocean,Blonde,Good Guy,spotify:track:2JUqYobT8NvARdPmc4ES2x
Kanye West,JESUS IS KING,God Is,spotify:track:6xRWoYwfwIKnT8bQGzKbxR
The Calling,Camino Palmero,Wherever You Will Go,spotify:track:5QpaGzWp0hwB5faV8dkbAz
Ezekiel,Ezekiel Singles ’18-‘20,help_urself,spotify:track:6bxKECVRnkLmtpeU22Ve9p
The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,There She Goes Again,spotify:track:7qOVMMY0couqt76ObwY947
Marshmello,Been Thru This Before,Been Thru This Before (with Giggs & SAINt JHN),spotify:track:356X9AHexTmUwTAz61nV0p
BROCKHAMPTON,GINGER,BIG BOY,spotify:track:2YaNOzEvmqOXzAsMNHjD6B
KIDS SEE GHOSTS,KIDS SEE GHOSTS,Reborn,spotify:track:4RVbK6cV0VqWdpCDcx3hiT
YNW Melly,We All Shine,Control Me,spotify:track:6ElZ8aGYWchN6vPmMZOiLx
Ja Rule,Pain Is Love,Put It On Me,spotify:track:2B6LjS2KtNAa8xIW2b2tkv
Lana Del Rey,Lust For Life,Summer Bummer (feat. A$AP Rocky & Playboi Carti),spotify:track:5QqyRUZeBE04yJxsD1OC0I
Clint Mansell,Requiem for a Dream / OST,Cleaning Apartment,spotify:track:3nHWJEJlL1wUvvsQG7UTat
Troye Sivan,Rush,Rush,spotify:track:3xIMkM5LgbVDkpO74O3Np3
Pet Shop Boys,PopArt: The Hits,Domino Dancing - 2003 Remaster,spotify:track:6M0HMy7UhtlPYTlpaW4qRk
Ja Rule,Pain Is Love,Smokin' and Ridin',spotify:track:14w34kDGE6lIfmqkPsXObj
Kanye West,Graduation,Good Night,spotify:track:3bhyo2ED5Yd4RLydQBDtD6
Kurt Vile,Bottle It In,One Trick Ponies,spotify:track:3NARYtRUkQEU6KCd9OgEfq
Sky Ferreira,"Night Time, My Time",Nobody Asked Me (If I Was Okay),spotify:track:7BClegkZnKHdiUIKMrePnM
Fergie,The Dutchess,London Bridge,spotify:track:7jRoWfRlLnGYEIEn4t4kbq
Jidenna,Boomerang,Boomerang,spotify:track:7p1eW7fO6UWUg2AM4xqWtZ
Bring Me The Horizon,Sempiternal,Hospital for Souls,spotify:track:6kuudUd50kADw1HmSGoT6X
Mindless Self Indulgence,Frankenstein Girls Will Seem Strangely Sexy,Bitches,spotify:track:7wwLxmUVLCfySaJ0fdyelI
Steve Lacy,C U Girl,C U Girl,spotify:track:6FBzhcfgGacfXF3AmtfEaX
Linkin Park,One More Light,One More Light,spotify:track:3xXBsjrbG1xQIm1xv1cKOt
DaniLeigh,The Plan,Easy,spotify:track:2kYB66omjIRkqPx8zRPEAH
Remi Wolf,Guy,Guy,spotify:track:7fwltutxYM09A5Bv9tJWbT
SG Lewis,Times We Had,Times We Had,spotify:track:34Fdddq75mSgLGIRv8ENa3
Kanye West,Graduation,Can't Tell Me Nothing,spotify:track:0mEdbdeRFQwBhN4xfyIeUM
We Are the Catalyst,Monuments,Change,spotify:track:4bfZos2Nn8U0krsdStD182
The Magician,Sunlight (feat. Years & Years),Sunlight (feat. Years and Years) - Darius Remix,spotify:track:2FsGvAxjBVUCaFrm3uDmHV
Eyedress,Let's Skip to the Wedding,Romantic Lover,spotify:track:7s5VQqrjBtrBgZL4pEa46S
HoneyWire,HoneyWire,Actress,spotify:track:4cE8YqjO4eOEjoSd1kXPCU
Bill Withers,Still Bill,Lean on Me,spotify:track:3M8FzayQWtkvOhqMn2V4T2
Troye Sivan,Blue Neighbourhood,FOOLS,spotify:track:0tjfognbowyFM3RHTdxjPK
Grimes,Visions,Oblivion,spotify:track:4P6n0udLAnmCNXVcobYbsK
Mella Dee,Techno Disco Tool,Techno Disco Tool,spotify:track:4dGWqeULKD767yx9NIMcEv
Elujay,Blu,Blu,spotify:track:3c6Xz6NlAswMnxxm0md5dd
Empire Of The Sun,Walking On A Dream,Walking On A Dream,spotify:track:5r5cp9IpziiIsR6b93vcnQ
MARINA,Electra Heart,Fear and Loathing,spotify:track:26jxcJ2O89Zfm5vneRzoVF
Still Woozy,Kenny,Kenny,spotify:track:6FmnMoph4yx7zjhuBcrHDv
BROCKHAMPTON,SATURATION,GOLD,spotify:track:7HRv1sYuwgoea1m0JRvChV
Matoma,One in a Million,Sunday Morning (feat. Josie Dunne),spotify:track:7dhyhMtWWJNYWmE4N5XiEA
RECIDENT,baby girl,baby girl,spotify:track:2Hd7eRh00OwMT53w2xh0YZ
Kid Cudi,Man On The Moon: The End Of Day,Pursuit Of Happiness (Nightmare),spotify:track:5iSEsR6NKjlC9SrIJkyL3k
Glass Animals,Your Love (Déjà Vu),Your Love (Déjà Vu),spotify:track:5DYD4zlGiFlkpLaf2Bk8Vl
Gesaffelstein,Aleph,Perfection,spotify:track:6hLyGJI6DoKJQSmrVO26vk
"Tyler, The Creator",IGOR,PUPPET,spotify:track:0wEC0GNF74lAqrEFZJMl1m
Maggie Lindemann,PARANOIA,Crash and Burn,spotify:track:4wFK5ESRSBrmVDjOkOSa7g
Psychic Mirrors,Charlene,Midnight Special,spotify:track:32ER7DXplsDnlf4rMzVhEc
baby.com,Popping Bitch,Popping Bitch,spotify:track:6wpBggVbqGkNkIxJJtdQBA
girl in red,i wanna be your girlfriend,i wanna be your girlfriend,spotify:track:3h3pOvw6hjOvZxRUseB7h9
The Weeknd,Trilogy,Twenty Eight,spotify:track:1FJrsh1NbV9eRw5JQt3M4e
Jungle,Jungle,Julia,spotify:track:3ac4JtHUifmk3d4oNvrB2o
Kalan.FrFr,TwoFr,Naked,spotify:track:6ATZmph07Ba7lozNb4wdRA
Kanye West,My Beautiful Dark Twisted Fantasy,All Of The Lights (Interlude),spotify:track:4D6TpthzUVNTjWQqfBW5Kb
The Weeknd,Beauty Behind The Madness,As You Are,spotify:track:3H3qBumaYj67PT3aMEBvAP
Olivia Newton-John,Grease,Hopelessly Devoted To You - From “Grease”,spotify:track:5BUq9bdtsm3LWw5laJeJ4R
Placebo,Meds,Song to Say Goodbye,spotify:track:2DO7ywgu9cdNqXf7Cukys9
Louane,Louane,Si t'étais là,spotify:track:3ghmFXEXTP6DdVOyvuPHpr
Nina Kraviz,Skyscrapers,Skyscrapers,spotify:track:33X19bT7VnogUYc5fB6OCV
Britney Spears,Blackout,Get Back,spotify:track:59Xb5YkZ1AFrMD19T6cKr8
BROCKHAMPTON,SATURATION II,SWEET,spotify:track:2DgMxFMUQRPthW4ROhjen1
Chantal Claret,The Girl Is Back in Town,The Girl Is Back in Town,spotify:track:5PEqS6AFQ9RjgCOmrr3glY
Mariah Carey,Memoirs of an imperfect Angel,It's A Wrap,spotify:track:0CnlKa2jjIMzG0gLN1KZbD
Billy Ocean,Fetenkult - Best Of The 80's,"When the Going Gets Tough, The Tough Get Going",spotify:track:1zEJIpCJBusA612MIbCoqu
Chaka Khan,Like Sugar - EP,Like Sugar,spotify:track:6uUyZC6Bhfj6Q29stciUz0
Ms. Lauryn Hill,"Live in Tokyo, Japan '99",Sweetest Thing,spotify:track:7gNj2bJPL5jY1KyOBpkpvN
Bad Bunny,nadie sabe lo que va a pasar mañana,MONACO,spotify:track:4MjDJD8cW7iVeWInc2Bdyj
Oasis,(What's The Story) Morning Glory?,Don't Look Back in Anger - Remastered,spotify:track:0UvCh63URrLFcPkKt99hHd
RSCL,Echo,Echo,spotify:track:32fmwlkq7srmOAb5N0vdyj
The Game,Doctor's Advocate,Ol' English,spotify:track:3N3l8HShT1JrStOjjszU1L
Frank Ocean,Chanel,Chanel,spotify:track:6Nle9hKrkL1wQpwNfEkxjh
Frank Ocean,channel ORANGE,Crack Rock,spotify:track:5lcyIeEfwZTs8Ajw3kdF7P
Arlo Parks,My Soft Machine,I'm Sorry (ft. Lous and The Yakuza),spotify:track:75Sj3dduOdCPSL6g2Cpkzu
Chris Isaak,Heart Shaped World,Wicked Game,spotify:track:7w5AOd6HrDIHewHfpABEss
Instant Funk,Instant Funk,I Got My Mind Made Up (You Can Get It Girl),spotify:track:3NVeGIbKHnLYeQlBTZHSZX
Jerry Caringi,Piazza: Italian Classics,Tarantella Napolitana,spotify:track:569yCQ9OdAwcA0iuUIh22f
Peach Pit,Being So Normal,Private Presley,spotify:track:40d4m1eI0erCRKLXz55RtT
Men I Trust,Untourable Album,Sugar,spotify:track:2joEpsXflccZD0ZwKEdz5m
Mac DeMarco,Another One,Without Me,spotify:track:4SpObLNxf6euNYhqMzgloB
Kanye West,The Life Of Pablo,Father Stretch My Hands Pt. 1,spotify:track:4KW1lqgSr8TKrvBII0Brf8
MeLoveMeAlot,Deal Me,Deal Me,spotify:track:4Urp1AZVgyPPsqxrEKDkgZ
Ice Cube,Lethal Injection,You Know How We Do It,spotify:track:2Ih217RCGAmyQR68Nn7Cqo
PinkPantheress,Just a waste,Just a waste,spotify:track:0R4uAhlkr1I8EgPxqBwzBs
BICEP,Bicep,Glue,spotify:track:2aJDlirz6v2a4HREki98cP
The Weeknd,Trilogy,What You Need,spotify:track:7IpDQcksaT8SxS7vOX4SRm
PinkPantheress,Where you are (feat. WILLOW),Where You Are (feat. WILLOW),spotify:track:4icnlpI5IbZcRO9mpixVVW
Dreamgirl,Illuminaughty - EP,High Dive,spotify:track:7fqhsm3UoGCsU4Z18KKCW6
Tee Grizzley,From The D To The A (feat. Lil Yachty),From The D To The A (feat. Lil Yachty),spotify:track:2NyrXRn4tancYPW6JwtTl2
King Krule,The OOZ,Slush Puppy,spotify:track:6abKEw6Tgs54rQ0ZKiP0rp
Caroline Polachek,Pang,So Hot You're Hurting My Feelings,spotify:track:5B6Kjha6RRIMWGN7zGsAaT
SZA,Ctrl,Doves In The Wind (feat. Kendrick Lamar),spotify:track:593W4qZOwwdqF6YnimJjL6
The Game,Eazy,Eazy,spotify:track:6Ab81Bs9fcOwaTYuBsUUpI
Drake,Nothing Was The Same,Too Much,spotify:track:6kIh5c8x8vzOe6OKW1X59U
Nitefreak,Gorah,Gorah,spotify:track:49GpUfc9M09eGET6yBJUAj
Kanye West,My Beautiful Dark Twisted Fantasy,So Appalled,spotify:track:6K07Ahf6V7CAQn0ikrOztl
ZHU,GENERATIONWHY,Hometown Girl,spotify:track:7CNRVEMSXo0fRJwZyM0L2n
Doja Cat,Planet Her,Need to Know,spotify:track:3Vi5XqYrmQgOYBajMWSvCi
Future,Future Hndrxx Presents: The WIZRD,Baptiize,spotify:track:01sjbEk3X7KNXFvXXXN5MY
Tierra Whack,CLONES,CLONES,spotify:track:6zlBoRMKQv2UyrafMVoQlq
"Tyler, The Creator",BEST INTEREST,BEST INTEREST,spotify:track:3jHdKaLCkuNEkWcLVmQPCX
Pro Teens,"Death, Cranked / Garbage Island","Death, Cranked",spotify:track:5nvz77O2Poj4uWMcwjmDiQ
JPEGMAFIA,BALD!,BALD!,spotify:track:5QAUGlyYPPnis3e8ln0qiz
Sky Ferreira,"Night Time, My Time",You’re Not The One,spotify:track:43ZisASlIqU06vXrwWa9hw
Saba,CARE FOR ME,LIFE,spotify:track:3au0pvHqcTtszysswan6AO
"Tyler, The Creator",Wolf,Treehome95 (feat. Coco O. & Erykah Badu),spotify:track:2vLwhcsvRd1f2ETft1kWDN
BROCKHAMPTON,GINGER,SUGAR,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA
The Human League,Dare!,Don't You Want Me,spotify:track:3L7RtEcu1Hw3OXrpnthngx
Apparat,Walls,You Don’t Know Me,spotify:track:58l5UlRhaYoOFpKsxfcSOF
Mac Miller,K.I.D.S.,Nikes On My Feet,spotify:track:29GefKRTSVW3ag4Xegm8jP
Playboi Carti,Playboi Carti,Magnolia,spotify:track:1e1JKLEDKP7hEQzJfNAgPl
Vansire,Angel Youth,Set Piece,spotify:track:3ishRxjsqYVk6FdAGeeUAP
Anderson .Paak,Malibu,Come Down,spotify:track:6h5IlvRJ2ZNPloCOdzUmyW
Brandy,Afrodisiac,Afrodisiac,spotify:track:62K7EHA67O48gg7lTtcyc2
The Game,Doctor's Advocate,Doctor's Advocate,spotify:track:3fCoZ8rAQkvuMdaPaPgMkK
Jefferson Airplane,Surrealistic Pillow,White Rabbit,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd
Riordan,Reflection,Reflection,spotify:track:187rbl5lzKl8R7YqZoj2ku
Moby,Hotel,Lift Me Up,spotify:track:2SRhABKMz7duB9XiPi4SDd
The Weeknd,Dawn FM,Is There Someone Else?,spotify:track:37zcCimcUGurQoLEAuN8nR
David Bowie,Best of Bowie,Fame - 1999 Remaster,spotify:track:3nMYWSk2tEBRYm7S320yG8
Migos,Racks 2 Skinny,Racks 2 Skinny,spotify:track:568OIKgeHyGRD3uWR44JbO
MARINA,Electra Heart,Primadonna - BURNS Remix,spotify:track:4qUdC0piwrCoNciVEo1k3d
ABBA,Super Trouper,Super Trouper,spotify:track:2nMghZvtLx6DDgTEHEsb4w
Future,Future Hndrxx Presents: The WIZRD,Stick to the Models,spotify:track:0F7FlaQBiyNkV8iakTocsW
Artifacts,Between A Rock And A Hard Place,C'Mon wit da Git Down,spotify:track:3MnwLa9KRUiv2gNFtWPvib
The Doors,The Doors,Break on Through (To the Other Side),spotify:track:6ToM0uwxtPKo9CMpbPGYvM
Chance the Rapper,The Big Day,Handsome,spotify:track:1xsP6AITcWNigBYBYVnVZw
FKA twigs,LP1,Video Girl,spotify:track:73xC0E1fyFEQcJlCzYQte9
Billie Eilish,lovely (with Khalid),lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4
Eric Prydz,Call On Me,Call On Me - Radio Edit,spotify:track:6E0dc82Da4W5QWXR8ktoGT
Curtis Mayfield,Superfly (Soundtrack from the Motion Picture),Pusherman,spotify:track:50Y7ptVZRXvaLAN6Qc009y
Masego,Tadow,Tadow,spotify:track:1DoS5ql0TW3ejjJGHbsAmz
Lexx Nova,Lovenova,Underwater,spotify:track:5ZOEx583tmrVuunMpS1Osx
Samuel Barber,Nocturne,"Adagio for Strings, Op. 11",spotify:track:1kFjf2t7doDyI9OnFepWzf
Ralph Castelli,Morning Sex,Morning Sex,spotify:track:2fGRJzoiYJYAzlQAyBONMb
Tay-K,#SantanaWorld (+),The Race (feat. 21 Savage & Young Nudy) - Remix,spotify:track:0yQmxfaNpo32lfjS8MwZQJ
Deee-Lite,Rhino Hi-Five: Deee-Lite,Groove Is in the Heart,spotify:track:2UVLuddklEVak5PXgC7baA
ATB,Movin' Melodies,9Pm (Till I Come),spotify:track:1CgbwsrNDlFrRuk2ebQ7zr
BROCKHAMPTON,SATURATION II,TOKYO,spotify:track:1CKhx6sSkUxzomXnYZqSMh
Rico Nasty,OHFR?,OHFR?,spotify:track:3IBGU1NgiTjDsIJn2Jtdg4
Beyoncé,I AM...SASHA FIERCE,Halo,spotify:track:4JehYebiI9JE8sR8MisGVb
The Smiths,Hatful of Hollow,How Soon Is Now? - 2011 Remaster,spotify:track:1YrnDTqvcnUKxAIeXyaEmU
The Game,Doctor's Advocate,Bang,spotify:track:4wbZQgGXK8jPKivZQh6vTg
Bring Me The Horizon,That's The Spirit,Throne,spotify:track:5tYqrn7cItYhDGDLHt8XuH
The Smiths,The Queen Is Dead,Bigmouth Strikes Again - 2011 Remaster,spotify:track:2OErSh4oVVAUll0vHxdr6p
Little Simz,GREY Area,Selfish,spotify:track:2G2k2ZFsQkIEkAWDTvqHXM
Oh Wonder,Technicolour Beat,Technicolour Beat,spotify:track:2NAZMBtqbGeUj7fhFr86jJ
Halsey,"If I Can’t Have Love, I Want Power",Nightmare,spotify:track:6R8Adj67cZTuvsR8paxxyZ
Drake,Dark Lane Demo Tapes,Time Flies,spotify:track:5H4mXWKcicuLKDn4Jy0sK7
Melii,phAses,City Girls,spotify:track:4XrAXqPmF6QtZ7rzPxJ78Z
"Tyler, The Creator",Tell Me How (Coca-Cola Commercial),Tell Me How (Coca-Cola Commercial),spotify:track:5pFSH7k21DTVSNMRsZum5C
Imagine Dragons,Smoke + Mirrors,Dream,spotify:track:0Wnzdtso3gHPcSFZwT2Pi9
Rhye,Blood,Taste,spotify:track:6GbWNeR3P9MTCmSyPVHgb1
Lorde,Pure Heroine,Buzzcut Season,spotify:track:51QEyJI5M7uyd8DOh9tqQY
Drake,More Life,Lose You,spotify:track:2Na0z2gfN67Rzf0vp74Wi3
Pink Sweat$,Honesty,Honesty,spotify:track:5dXI2NV7X2c4anyLFbQdEX
Womack & Womack,Conscience,Teardrops,spotify:track:34zDwAdksPXYzGINUT0oW7
Don Toliver,Love Sick,Private Landing (feat. Justin Bieber & Future),spotify:track:52NGJPcLUzQq5w7uv4e5gf
Future,Future Hndrxx Presents: The WIZRD,Jumpin on a Jet,spotify:track:1I3ZAmPmbFV78oNKnibOiW
James Brown,I Can't Stand Myself When You Touch Me,I Can't Stand Myself (When You Touch Me),spotify:track:2e8ydLYXuH7MEj9eGjqlaz
Oh Wonder,Oh Wonder,The Rain,spotify:track:77EipMYqP1rGvotKd6i5E3
Massive Attack,Blue Lines,Be Thankful For What You've Got - 2012 Mix/Master,spotify:track:7xpw5FSNYXKfdQSBuO0THv
The Game,The Documentary,No More Fun And Games,spotify:track:5NmRqFVe2V1e0wUrYhes9a
Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",ilomilo,spotify:track:7qEKqBCD2vE5vIBsrUitpD
Aaliyah,Aaliyah,I Care 4 U,spotify:track:571hGNRyAR4klC9WpvOWg1
BROCKHAMPTON,GINGER,ST. PERCY,spotify:track:3wE9jU1zReHLMHLgAsWIYX
The Game,The Documentary,The Documentary,spotify:track:0JlYNNkFTSuvlkSXcyPHHP
Sade,The Ultimate Collection,Smooth Operator - 2011 Remastered,spotify:track:28XDE6yXI6Bp4U3nLSGqzp
FKJ,Time for a Change,So Much to Me,spotify:track:3MUr32NXC2wO7v5iFrluiC
AlunaGeorge,Body Music,"Your Drums, Your Love",spotify:track:7IdTIjPXUc7bJQyabnmQiT
Beyoncé,Lemonade,6 Inch (feat. The Weeknd),spotify:track:0pxNyJJiL2zZZ5GgJ4JhsQ
Jungle,Volcano,Us Against The World,spotify:track:0sHSFzglnJ1b9mILzQ7ifJ
Justine Skye,Know Myself,Know Myself,spotify:track:0d8anwJJGti8jE79Y4tXUD
Daryl Hall & John Oates,H2O,Maneater,spotify:track:7j74lucZ59vqN67Ipe2ZcY
St Francis Hotel,Milkshake,Milkshake - Remix,spotify:track:7vHAxpb7WokhkMZVH0wDNR
Domenique Dumont,People On Sunday,People On Sunday,spotify:track:3qbJR3E3iKWssRw2nzhz2w
Daft Punk,Random Access Memories,Beyond,spotify:track:0k1xMUwn9sb7bZiqdT9ygx
Okay Kaya,Watch This Liquid Pour Itself,Mother Nature's Bitch,spotify:track:3vy3ld7my2hDUTv4u7KIJR
Olivier Giacomotto,Bipolar Star,Bipolar Star - Victor Ruiz Remix,spotify:track:4OuOFCgWF6yOVp4YDblxZe
vowl.,2000 - sped up,2000 (sped up),spotify:track:728leu28MmgNznRIrt7PNc
Mr. Fingers,Amnesia,Mystery of Love,spotify:track:1E8hMeQvfgvQPjN3BZ2viF
Buddy,Trouble On Central,Trouble On Central,spotify:track:4OJPvjtRdbibCaqWQaYUHz
Grimes,Miss Anthropocene,You'll miss me when I'm not around,spotify:track:5CCI3yvULsQRQacPgQ1NCO
Drake,Nothing Was The Same,Come Thru,spotify:track:5CDy1I6rSt6vXdqIb87A6f
Don Toliver,Love Sick,4 Me (feat. Kali Uchis),spotify:track:7H08E8B32OZ1vJE7AtCwaG
Summer Walker,Last Day Of Summer,Baby,spotify:track:7aVKQJZwdqyEPkvKSyEuxj
Flatsound,Sleep,"If You Love Me, Come Clean",spotify:track:2e2SkLuJ6wagZ1WWDuAX7c
6LACK,East Atlanta Love Letter,Let Her Go,spotify:track:0CIGZEXjZ8L52lOrqUljJt
Nelly Furtado,Loose,All Good Things (Come To An End),spotify:track:6kEpjptnAwt11Atr4cEMe1
Claire Laffut,Mojo - EP,Gare du Nord,spotify:track:6iOJoSoSl5GF0Fzbc9Pt89
Eleven Pond,Watching Trees,Watching Trees,spotify:track:7D3fC8PsR6ztpXo9rZuNWp
Paolo Nutini,Caustic Love,Let Me Down Easy,spotify:track:7oxwoJU5oL2POBRMoSk8OF
Madison Beer,Life Support,The Beginning,spotify:track:0lhDiOviH4xmzyYeOsn01M
Inner City,Good Life (Remastered),Good Life (Remastered),spotify:track:67zr6xdiSAhsuyvL2Dczc1
Beyoncé,Lemonade,Sorry,spotify:track:0lnIJmgcUpEpe4AZACjayW
Dean Lewis,Same Kind Of Different,Waves,spotify:track:0hNOP5epEjX8Zj5aSGr6JU
I-Ching,Platipus Records Volume Five,Soul Storm,spotify:track:62tEEvgTqKrpZmatIIkf3g
Thee Sacred Souls,Will I See You Again?,Will I See You Again?,spotify:track:4R5GN0mBvb6jkRj3Zvyhkl
Guy Gerber,What To Do EP,What To Do,spotify:track:7FIy6N0Q90ID7u1Gh9oGfe
Sade,Stronger Than Pride,I Never Thought I'd See the Day,spotify:track:6Y3h8CAOKtFSKGN1hTRA1D
SILENCE,Rêve Lucide,Rêve Lucide,spotify:track:1j7O4GiyI0gu4Xlg9Pm4q5
Duran Duran,Duran Duran,Ordinary World,spotify:track:0wokCRaKD0zPNhMRXAgVsr
Andy Stott,Faith in Strangers,Faith in Strangers,spotify:track:4wSMi5urWxpBPbnWqfI1Ht
Kanye West,JESUS IS KING,Jesus Is Lord,spotify:track:7sBgFMWqDWQgrsNSpIBoe8
FKJ,French Kiwi Juice,Vibin' Out,spotify:track:6SEolIp22t0DzeBfCBo3hr
Grace Carter,Why Her Not Me - EP,Why Her Not Me,spotify:track:6xsoOjRcLB8gvjtmsQrIyq
John Legend,Think Like A Man - Music From & Inspired By The Film,Tonight (Best You Ever Had) (feat. Ludacris),spotify:track:17zF2ISrDrQdaULA8cxReK
Melody's Echo Chamber,Bon Voyage,"Breathe in, Breathe Out",spotify:track:06fSbKiMP2Z7vzYG4WOBXB
Rico Nasty,Smack a Bitch,Smack a Bitch,spotify:track:1nrsFfACPG4Hnw5AuOpCND
Rich The Kid,The World Is Yours,New Freezer (feat. Kendrick Lamar),spotify:track:2EgB4n6XyBsuNUbuarr4eG
"Tyler, The Creator",IGOR,"GONE, GONE / THANK YOU",spotify:track:1hz7SRTGUNAtIQ46qiNv2p
Nicki Minaj,Queen,Come See About Me,spotify:track:2PiPXo7l8Vozdt9QZk1Lvw
Bobbi Humphrey,Blacks And Blues,"Chicago, Damn",spotify:track:52wleLPMLd50hEWoCyHvPN
