Playlist Name,Track Name,Artist Name,Album Name,Track URI,Added Date
TV Girl,You'll miss me when I'm not around,Grimes,Miss Anthropocene,spotify:track:0Sqh9dVJMFJRwz4K0jeoOR,2022-11-21
TV Girl,No Wind Resistance SPED UP!,Kinneret,No Wind Resistance SPED UP!,spotify:track:4UsLaffcP013Gy8SSSTAsq,2022-11-21
TV Girl,All I Wanted,Paramore,Brand New Eyes,spotify:track:4BbXg5wQqVNPbVEGpjsVnv,2022-11-21
TV Girl,BABY GIRL,Disco Lines,BABY GIRL,spotify:track:08otCTIDsEFZcVGC4lilKk,2022-11-21
TV Girl,Song to Say Goodbye,Placebo,Meds,spotify:track:2DO7ywgu9cdNqXf7Cukys9,2022-11-21
TV Girl,DELIRIO DE GRANDEZA,ROSALÍA,MOTOMAMI +,spotify:track:6YbC5s56zWKObDIRZnAIbY,2022-11-21
TV Girl,PIENSO EN TU MIRÁ - Cap.3: Celos,ROSALÍA,PIENSO EN TU MIRÁ,spotify:track:0qKxqVcFCMmrjjvIgjjEE6,2022-11-21
TV Girl,HENTAI,ROSALÍA,MOTOMAMI +,spotify:track:7y1r8U18JSN93zZARYKfhT,2022-11-21
TV Girl,A Palé,ROSALÍA,A Palé,spotify:track:23zJcKwLf5CeaKVbFhrWgF,2022-11-21
TV Girl,She Smokes in Bed,TV Girl,Lonely Women,spotify:track:6oZ7fDtbmdX8VmB3Z1hhPX,2022-11-21
TV Girl,Lovers Rock,TV Girl,French Exit,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,2022-11-21
TV Girl,It Almost Worked,TV Girl,The Night in Question: French Exit Outtakes,spotify:track:4NUhcsz9E1LrBe8nXLZqzp,2022-11-21
TV Girl,Loner,Maggie Lindemann,PARANOIA,spotify:track:2gFa7CPolfvvcv6EE7lpM8,2022-11-24
TV Girl,Time,Arca,KiCk i,spotify:track:3XdXixlx3MoVzfL7pu9hx6,2022-11-24
TV Girl,La femme ressort,La Femme,Psycho Tropical Berlin,spotify:track:3A5aeQBXcAuQO1AQlptyhQ,2024-01-03
my life is a movie📽️🎞️,No More Sweet Music,Hooverphonic,No More Sweet Music,spotify:track:3d263OFGaqKO1azzcSouQU,2022-09-26
halloween🎃🕷 👻 ,Ghost Town,The Specials,"Stereo-Typical: A's, B's & Rarities",spotify:track:2vEUFrRByOKob8yqOd6LuA,2022-06-01
halloween🎃🕷 👻 ,Vamp Anthem,Playboi Carti,Whole Lotta Red,spotify:track:4CzhtKifG867Lu5DNQVBSA,2022-10-03
l❤️‍🔥ve,Let Love Rule,Lenny Kravitz,Let Love Rule,spotify:track:2pmN85k5m9nO1rWaCDdrNE,2022-02-16
l❤️‍🔥ve,Playground Love,Air,The Virgin Suicides (Original Motion Picture Score),spotify:track:052z2UsE2wPrHsBJ9tly0g,2022-02-16
l❤️‍🔥ve,All You Need Is Love - Remastered 2015,The Beatles,1,spotify:track:6KqiVlOLfDzJViJVAPym1p,2022-02-16
l❤️‍🔥ve,Pink Matter,Frank Ocean,channel ORANGE,spotify:track:1fOkmYW3ZFkkjIdOZSf596,2022-04-28
l❤️‍🔥ve,Can't Give You Anything (But My Love),The Stylistics,Thank You Baby,spotify:track:0VIItQF40bAL6cEJSQmpvx,2023-05-22
💔,Welcome To Heartbreak,Kanye West,808s & Heartbreak,spotify:track:3F18I7LhWKxlf1PytSoTBH,2022-02-16
💔,He Wasn't Man Enough,Toni Braxton,The Heat,spotify:track:7f1Dmr246cJ9uQYdbplTbh,2022-03-02
💔,Sick and Tired,Anastacia,Pieces of A Dream,spotify:track:54s027DgaSJlvp1q2sdzTa,2022-03-02
💔,Remember When,Wallows,Nothing Happens,spotify:track:5naar7XewEOAjOywIp6Jjq,2022-06-01
💔,Goodbye Kiss,Kasabian,Velociraptor!,spotify:track:3UObpfextMmFX50qmzooER,2022-11-17
💔,Sweet Agony,Circe Electro,Sweet Agony,spotify:track:4F0zaULgkqpVxSUnhu9Fbv,2022-11-17
i feel like u do me wrong,Betrayed,Lil Xan,TOTAL XANARCHY,spotify:track:4vaxvNDaLSoD36iZX515ug,2021-03-27
i feel like u do me wrong,Hold Up,Beyoncé,Lemonade,spotify:track:0rzNMzZsubFcXSEh7dnem7,2021-04-04
i feel like u do me wrong,Bitch I'm Nasty,Rico Nasty,Nasty,spotify:track:2xXNa4tR2CronQsZ6OKQtP,2021-04-04
i feel like u do me wrong,Who You Foolin,Gunna,Drip or Drown 2,spotify:track:7KVPsVMOK3NL7subwJ0dZj,2021-04-04
i feel like u do me wrong,Guap,Big Sean,Guap,spotify:track:1wcWdMlLjzp7Rx25JJN7c4,2021-04-05
i feel like u do me wrong,The Boy Is Mine,Brandy,Never Say Never,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,2021-04-05
i feel like u do me wrong,Didn't Cha Know,Erykah Badu,Mama's Gun,spotify:track:7pv80uUHfocFqfTytu1MVi,2021-04-05
i feel like u do me wrong,Medicine,Queen Naija,Medicine,spotify:track:4l8p9CJnGmaGnEMs3x9KE2,2021-04-05
i feel like u do me wrong,I Hate Myself for Loving You,Joan Jett & the Blackhearts,Up Your Alley,spotify:track:2HXixVqzzm9rEUIMAWzshl,2022-04-28
i feel like u do me wrong,Aimer sans amour,Guts,Paradise for All (Deluxe Edition),spotify:track:7yi1aBMIGLg3P25RNANtux,2022-04-28
i feel like u do me wrong,Teenage Fantasy,Jorja Smith,Lost & Found,spotify:track:0fIFjeeLJjIBliWUCsxyMF,2023-09-07
ode to love,Us (How Sweet It Was),Ricky Reed,Us (How Sweet It Was),spotify:track:3DypPaClyaAGqGtHJxN8xY,2021-03-27
ode to love,Put Your Head On My Shoulder,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,spotify:track:2DpJ9T2RVRanZcYFHKOAfA,2021-04-02
ode to love,New Light,John Mayer,New Light,spotify:track:3bH4HzoZZFq8UpZmI2AMgV,2021-04-02
ode to love,Magic In The Hamptons (feat. Lil Yachty),Social House,Magic In The Hamptons (feat. Lil Yachty),spotify:track:2Yer0p7uB2lVBUAtANuuQp,2021-04-02
ode to love,Feel My Love,Vaughan Mason,Feel My Love,spotify:track:4YBkvX49JKn9hZYGuRFmxW,2021-04-05
ode to love,Lavender Kiss,The Licks,Lavender Kiss,spotify:track:70oY6gKgHfMlVLVxFROeiA,2021-05-21
me and xu,Let's Fall in Love for the Night,FINNEAS,Let’s Fall In Love For The Night,spotify:track:7kQkmyoHCEqwe7QwDbkSXM,2021-04-04
me and xu,Can't Get Used to Losing You - Single Version,Andy Williams,Andy Williams' Greatest Hits,spotify:track:41zpWL98BsYKP5nvtdTM5z,2021-04-04
me and xu,New Light,John Mayer,New Light,spotify:track:3bH4HzoZZFq8UpZmI2AMgV,2021-04-04
me and xu,Take Me Where Your Heart Is,Q,Take Me Where Your Heart Is,spotify:track:62kHSw6wBh4c6UemJCb5p6,2021-04-04
me and xu,Hooked On A Feeling,Blue Swede,Hooked On A Feeling,spotify:track:6Ac4NVYYl2U73QiTt11ZKd,2021-04-05
me and xu,Afterglow,Wilkinson,Lazers Not Included,spotify:track:6LW3Z1GqbL78TIjfDyg4zp,2021-04-05
me and xu,The Darkness That You Fear,The Chemical Brothers,The Darkness That You Fear,spotify:track:4ahFzFAZRpfWaGbA2J3dAq,2021-05-18
me and xu,Julia,Jungle,Jungle,spotify:track:3naM0aExICteWgsNwcPBHh,2021-05-18
me and xu,Run For Your Life - Remastered 2009,The Beatles,Rubber Soul,spotify:track:4gUYV3ktbaOeAK5KrXMWV5,2021-05-18
soft & romantic,Tyler Durden,Madison Beer,As She Pleases,spotify:track:4lkiVrmAYyPCtW3AFRs14e,2020-03-28
soft & romantic,Wus Good / Curious,PARTYNEXTDOOR,PARTYNEXTDOOR,spotify:track:2ekdnv2xVIyAdG3ySoDDeY,2020-05-17
soft & romantic,First Fuck,6LACK,First Fuck,spotify:track:1u4orOe6gYxeE9xKpv11Qi,2020-05-17
tinguj per shpirtin,Alone in Kyoto,Air,Talkie Walkie,spotify:track:40UlFC0dIxv7lAEJaPZLnm,2021-04-02
tinguj per shpirtin,Any Colour You Like - 2011 Remastered Version,Pink Floyd,The Dark Side Of The Moon,spotify:track:1wGoqD0vrf7njGvxm8CEf5,2021-05-18
tinguj per shpirtin,The Great Gig In The Sky - 2011 Remastered Version,Pink Floyd,The Dark Side Of The Moon,spotify:track:25tZHMv3ctlzqDaHAeuU9c,2023-06-17
tinguj per shpirtin,Paradise Circus,Massive Attack,Heligoland,spotify:track:2BndJYJQ17UcEeUFJP5JmY,2023-06-17
tinguj per shpirtin,Saudade,Thievery Corporation,Saudade,spotify:track:6nVT7yKO7jV4Qw6PZ9B0PK,2023-06-17
jams for the sad baby,Cinnamon Girl,Lana Del Rey,Norman Fucking Rockwell!,spotify:track:2mdEsXPu8ZmkHRRtAdC09e,2021-04-04
jams for the sad baby,Fallen,Jaden,SYRE,spotify:track:2IDMCaW8K2nrFOoR5UANUo,2021-04-04
jams for the sad baby,Numb,Elderbrook,Numb,spotify:track:7rBpjxstrSsuOLqnuOC028,2021-04-05
jams for the sad baby,Loner,Maggie Lindemann,PARANOIA,spotify:track:2gFa7CPolfvvcv6EE7lpM8,2021-05-18
jams for the sad baby,Daddy Issues,The Neighbourhood,Wiped Out!,spotify:track:5E30LdtzQTGqRvNd7l6kG5,2021-05-27
per gocen,Honeypie,JAWNY,Honeypie,spotify:track:6JqYhSdTE4WbQrMXxPH5cD,2021-04-02
per gocen,we fell in love in october,girl in red,we fell in love in october / forget her,spotify:track:1BYZxKSf0aTxp8ZFoeyM3d,2021-04-04
per gocen,Ophelia,The Lumineers,Cleopatra,spotify:track:3d8y0t70g7hw2FOWl9Z4Fm,2021-04-04
per gocen,Dancing Queen,ABBA,ABBA Gold,spotify:track:2rgqPSIRAfaO2MGo9smdSX,2021-04-05
per gocen,"Sugar, Sugar",The Archies,"The Very Best Of ""The Archies""",spotify:track:3iSws76HjaU7k49EqJVTfF,2021-04-05
per gocen,Pretty Girl,Clairo,Pretty Girl,spotify:track:0KyAGiNGUytG5JLxJu4F6l,2021-04-05
per gocen,Lalena - 2000 Remaster,Deep Purple,Deep Purple,spotify:track:4mBXB13NhpYnPqP7TepGsl,2021-04-05
per gocen,Bag Lady,Erykah Badu,Mama's Gun,spotify:track:7BgUcOjSOlKJXASLgJ6bx1,2021-04-05
per gocen,Fresh,Kool & The Gang,Emergency,spotify:track:7HTHK24pupbsAToJ4KGc35,2021-04-05
per gocen,Candy,Paolo Nutini,Sunny Side Up,spotify:track:4h5m56ExHLPUC9NGz7U1Qa,2021-05-27
per gocen,My Kind of Woman,Mac DeMarco,2,spotify:track:2OFrAsP5Vrcb0DtsPNsm54,2023-09-11
rnb,Mesmerize,Ja Rule,Best Of,spotify:track:4R6OANdWnhMM9Asu3zjxK6,2021-05-21
rooftop in New York,YOU'RE THE ONE,KAYTRANADA,99.9%,spotify:track:2b4SSorCTQ2VzmllaeWuuT,2022-02-16
rooftop in New York,Caution,KAYTRANADA,Caution,spotify:track:2mykLbf6YfpFmZwUWowZv3,2022-03-15
rooftop in New York,10%,KAYTRANADA,BUBBA,spotify:track:41SwdQIX8Hy2u6fuEDgvWr,2023-05-18
rooftop in New York,Anna Wintour,Azealia Banks,Anna Wintour,spotify:track:5Pm7KrSKkDj37SZoMYyXDX,2024-01-03
rooftop in New York,Miss Camaraderie,Azealia Banks,Broke with Expensive Taste,spotify:track:5mEkLflNw2BilpJvJ0W7UC,2024-01-03
rooftop in New York,Luxury,Azealia Banks,Broke with Expensive Taste,spotify:track:7IzN1BfaQ8fmTHYPRPhNws,2024-01-03
busy doing something & this is playing in the background ,Wait by the River,Lord Huron,Vide Noir,spotify:track:2g9LXMNIBCqmngHpH9nXv0,2021-03-27
busy doing something & this is playing in the background ,Electric Love,BØRNS,Dopamine,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,2021-04-04
dancing my ass off @ the party,If U Seek Amy,Britney Spears,Circus (Deluxe Version),spotify:track:2hdy9Wt9qp7M7d0U3ossu2,2021-04-12
dancing my ass off @ the party,Pussy Poppin (I Don't Really Talk Like This),Rico Nasty,Nightmare Vacation,spotify:track:5Y5pnYbPnZzUhv3KEa6qbd,2021-04-12
dancing my ass off @ the party,Pretty Girl Rock,Keri Hilson,No Boys Allowed,spotify:track:2Adn2LNgkHMH5TelQVAu4n,2021-04-12
dancing my ass off @ the party,Fergalicious,Fergie,The Dutchess,spotify:track:1D066zixBwqFYqBhKgdPzp,2021-04-12
dancing my ass off @ the party,Piece of Me,Britney Spears,Blackout,spotify:track:6jaHYV4no6PAbyo89bybrx,2021-04-12
dancing my ass off @ the party,Gimme More,Britney Spears,Blackout,spotify:track:7CxhdANGZEPZ3BoTjFMKP3,2021-04-12
dancing my ass off @ the party,Pussy Talk,City Girls,City On Lock,spotify:track:5EzL7hGT9g2Tvqsy158Lu9,2021-04-12
dancing my ass off @ the party,LoveGame,Lady Gaga,The Fame,spotify:track:0eH2eHURaXUP15D8gQlfjx,2021-05-18
dancing my ass off @ the party,Rich Girl,Gwen Stefani,Love Angel Music Baby,spotify:track:2oxtQ84p1j5GmyzmD50Lq0,2021-05-18
